CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,ParentMLAction,Error
190,2026-04-13 17:57:26.304,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup3,play_program,,gripper,0.50,1.00,"","",True,20525.26,0.00,22547.86,,
191,2026-04-13 17:57:49.169,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup3,play_program,,nailgun,0.50,1.00,"","",True,9884.28,0.00,11916.25,,
192,2026-04-13 17:58:04.330,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup3,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9734.78,0.00,11785.80,,
193,2026-04-13 17:58:16.708,NailingLL,NailingLL_NailingML_cube3_stick10_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.213000;0.997000;0.062000;0.000000;0.000000;0.000000","",True,27583.39,0.00,29648.75,,
194,2026-04-13 17:58:49.910,NailingLL,NailingLL_NailingML_cube4_stick14_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.234000;0.936000;0.063000;0.000000;0.000000;0.000000","",True,15925.96,0.00,17973.10,,
195,2026-04-13 17:59:11.262,NailingLL,NailingLL_NailingML_stick15_stick10_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.320000;0.940000;0.063000;0.000000;0.000000;0.000000","",True,9703.99,0.00,11741.02,,
196,2026-04-13 17:59:26.246,NailingLL,NailingLL_NailingML_stick15_stick11_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.355000;0.811000;0.062000;0.000000;0.000000;0.000000","",True,7422.46,0.00,9472.34,,
197,2026-04-13 17:59:38.999,NailingLL,NailingLL_NailingML_stick16_stick11_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.292000;0.692000;0.062000;0.000000;0.000000;0.000000","",True,12199.14,0.00,14241.42,,
198,2026-04-13 17:59:56.734,NailingLL,NailingLL_NailingML_stick16_stick12_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.162000;0.657000;0.062000;0.000000;0.000000;0.000000","",True,14382.53,0.00,16429.88,,
199,2026-04-13 18:00:16.638,NailingLL,NailingLL_NailingML_stick17_stick12_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.006000;0.740000;0.062000;0.000000;0.000000;0.000000","",True,12786.09,0.00,14852.85,,
200,2026-04-13 18:00:34.801,NailingLL,NailingLL_NailingML_stick17_stick13_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.027000;0.819000;0.062000;0.000000;0.000000;0.000000","",True,14584.16,0.00,16630.38,,
201,2026-04-13 18:00:54.762,NailingLL,NailingLL_NailingML_stick18_stick13_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.036000;0.937000;0.062000;0.000000;0.000000;0.000000","",True,8929.58,0.00,10967.36,,
202,2026-04-13 18:01:08.983,NailingLL,NailingLL_NailingML_stick18_stick14_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.166000;0.972000;0.063000;0.000000;0.000000;0.000000","",True,12210.96,0.00,14265.07,,
203,2026-04-13 18:01:30.418,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup6,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10863.01,0.00,12919.47,,
204,2026-04-13 18:01:43.933,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup3,play_program,,nailgun,0.50,1.00,"","",True,7342.24,0.00,9395.69,,
205,2026-04-13 18:01:53.646,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup3,play_program,,gripper,0.50,1.00,"","",True,20622.23,0.00,22647.64,,
206,2026-04-13 18:02:19.445,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup3,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11724.23,0.00,13781.36,,
207,2026-04-13 18:02:56.076,MoveToLL,MoveToLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,movel,initlocstick20,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6147.76,0.00,8199.20,,
208,2026-04-13 18:03:04.474,CloseGripperLL,CloseGripperLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.08,0.00,2064.23,,
209,2026-04-13 18:03:06.718,MoveToLL,MoveToLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6435.81,0.00,8483.68,,
210,2026-04-13 18:03:18.973,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup23,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11003.24,0.00,13074.69,,
211,2026-04-13 18:03:32.469,MoveToLL,MoveToLL_StackOnTwoML_stick20_robot1_finallocstick20_rpmanipulate_stick15_stick16_gripper1_layer4_layer5,planned,finallocstick20,gripper,0.30,0.30,"0.319365;0.744442;0.060000;-0.865940;-3.019893;0.000000","",True,18144.69,0.00,20202.07,,
212,2026-04-13 18:03:52.965,MoveToLL,MoveToLL_StackOnTwoML_stick20_robot1_finallocstick20_rpmanipulate_stick15_stick16_gripper1_layer4_layer5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9873.42,0.00,11943.01,,
213,2026-04-13 18:04:08.572,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup21,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11055.44,0.00,13117.09,,
214,2026-04-13 18:04:52.582,MoveToLL,MoveToLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,movel,initlocstick19,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6158.42,0.00,8230.27,,
215,2026-04-13 18:05:01.065,CloseGripperLL,CloseGripperLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,25.75,0.00,2070.25,,
216,2026-04-13 18:05:03.342,MoveToLL,MoveToLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6340.87,0.00,8396.71,,
217,2026-04-13 18:05:15.191,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup24,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11250.73,0.00,13291.82,,
218,2026-04-13 18:05:28.949,MoveToLL,MoveToLL_StackOnTwoML_stick19_robot1_finallocstick19_rpmanipulate_stick15_cube3_gripper1_layer4_layer5,planned,finallocstick19,gripper,0.30,0.30,"0.282669;0.958399;0.060000;1.523074;-2.747699;0.000000","",True,20514.94,0.00,22564.48,,
219,2026-04-13 18:05:51.728,MoveToLL,MoveToLL_StackOnTwoML_stick19_robot1_finallocstick19_rpmanipulate_stick15_cube3_gripper1_layer4_layer5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,13469.72,0.00,15523.44,,
220,2026-04-13 18:06:10.796,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup22,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11161.78,0.00,13195.97,,
221,2026-04-13 18:07:04.360,MoveToLL,MoveToLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,movel,initlocstick23,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5553.22,0.00,7595.57,,
222,2026-04-13 18:07:12.132,CloseGripperLL,CloseGripperLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,15.63,0.00,2051.62,,
223,2026-04-13 18:07:14.345,MoveToLL,MoveToLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5838.42,0.00,7899.14,,
224,2026-04-13 18:07:25.704,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup25,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11228.65,0.00,13278.42,,
225,2026-04-13 18:07:39.801,MoveToLL,MoveToLL_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,planned,finallocstick23,gripper,0.30,0.30,"-0.200064;0.956308;0.060000;-1.523074;-2.747699;0.000000","",True,17021.80,0.00,19069.71,,
226,2026-04-13 18:07:59.078,MoveToLL,MoveToLL_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9955.74,0.00,12006.90,,
227,2026-04-13 18:08:14.461,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup23,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11301.98,0.00,13366.01,,
228,2026-04-13 18:08:35.372,MoveToLL,MoveToLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,movel,initlocstick21,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6236.51,0.00,8285.28,,
229,2026-04-13 18:08:43.903,CloseGripperLL,CloseGripperLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.18,0.00,2036.63,,
230,2026-04-13 18:08:46.154,MoveToLL,MoveToLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6375.16,0.00,8429.47,,
231,2026-04-13 18:08:57.965,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup26,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11300.13,0.00,13358.82,,
232,2026-04-13 18:09:11.763,MoveToLL,MoveToLL_StackOnTwoML_stick21_robot1_finallocstick21_rpmanipulate_stick16_stick17_gripper1_layer4_layer5,planned,finallocstick21,gripper,0.30,0.30,"0.096134;0.692905;0.060000;2.747699;1.523074;0.000000","",True,14950.23,0.00,16986.49,,
233,2026-04-13 18:09:28.967,MoveToLL,MoveToLL_StackOnTwoML_stick21_robot1_finallocstick21_rpmanipulate_stick16_stick17_gripper1_layer4_layer5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8582.10,0.00,10609.40,,
234,2026-04-13 18:09:42.893,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup24,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10740.17,0.00,12775.82,,
235,2026-04-13 18:10:13.138,MoveToLL,MoveToLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,initlocstick22,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5342.93,0.00,7367.91,,
236,2026-04-13 18:10:20.678,CloseGripperLL,CloseGripperLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.11,0.00,2070.38,,
237,2026-04-13 18:10:22.976,MoveToLL,MoveToLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6390.23,0.00,8455.61,,
238,2026-04-13 18:10:34.933,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup27,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11207.21,0.00,13238.40,,
239,2026-04-13 18:10:48.606,MoveToLL,MoveToLL_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick18_stick17_gripper1_layer4_layer5,planned,finallocstick22,gripper,0.30,0.30,"-0.008635;0.884899;0.060000;3.019893;0.865940;0.000000","",True,16535.24,0.00,18592.30,,
240,2026-04-13 18:11:07.399,MoveToLL,MoveToLL_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick18_stick17_gripper1_layer4_layer5,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9288.72,0.00,11327.99,,
241,2026-04-13 18:11:22.268,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup7,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,9049.19,0.00,11096.63,,
242,2026-04-13 18:11:33.765,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup4,play_program,,gripper,0.50,1.00,"","",True,20751.11,0.00,22810.43,,
243,2026-04-13 18:11:57.028,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup4,play_program,,nailgun,0.50,1.00,"","",True,9792.11,0.00,11842.41,,
244,2026-04-13 18:12:12.758,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup4,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8891.35,0.00,10974.77,,
245,2026-04-13 18:12:46.585,NailingLL,NailingLL_NailingML_stick19_stick15_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.322000;0.934000;0.080000;0.000000;0.000000;0.000000","",True,18820.89,0.00,20867.39,,
246,2026-04-13 18:13:10.806,NailingLL,NailingLL_NailingML_stick23_stick18_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.172000;0.974000;0.080000;0.000000;0.000000;0.000000","",True,9700.96,0.00,11766.12,,
247,2026-04-13 18:13:25.929,NailingLL,NailingLL_NailingML_stick19_cube3_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.220000;0.995000;0.080000;0.000000;0.000000;0.000000","",True,19233.51,0.00,21274.41,,
248,2026-04-13 18:13:50.546,NailingLL,NailingLL_NailingML_stick20_stick15_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.357000;0.804000;0.080000;0.000000;0.000000;0.000000","",True,7329.29,0.00,9374.31,,
249,2026-04-13 18:14:03.435,NailingLL,NailingLL_NailingML_stick22_stick18_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.042000;0.939000;0.080000;0.000000;0.000000;0.000000","",True,11162.96,0.00,13222.74,,
250,2026-04-13 18:14:20.163,NailingLL,NailingLL_NailingML_stick23_cube4_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.236000;0.934000;0.080000;0.000000;0.000000;0.000000","",True,8737.06,0.00,10794.25,,
251,2026-04-13 18:14:34.442,NailingLL,NailingLL_NailingML_stick20_stick16_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.286000;0.690000;0.080000;0.000000;0.000000;0.000000","",True,14395.48,0.00,16441.62,,
252,2026-04-13 18:14:54.358,NailingLL,NailingLL_NailingML_stick21_stick16_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.156000;0.656000;0.080000;0.000000;0.000000;0.000000","",True,10374.97,0.00,12440.10,,
253,2026-04-13 18:15:10.036,NailingLL,NailingLL_NailingML_stick21_stick17_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.008000;0.748000;0.080000;0.000000;0.000000;0.000000","",True,12226.80,0.00,14311.29,,
254,2026-04-13 18:15:27.808,NailingLL,NailingLL_NailingML_stick22_stick17_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.029000;0.825000;0.080000;0.000000;0.000000;0.000000","",True,5567.72,0.00,7625.57,,
255,2026-04-13 18:15:39.309,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup8,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10219.33,0.00,12263.18,,
256,2026-04-13 18:15:52.440,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup4,play_program,,nailgun,0.50,1.00,"","",True,7293.16,0.00,9333.46,,
257,2026-04-13 18:16:02.145,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup4,play_program,,gripper,0.50,1.00,"","",True,20587.24,0.00,22630.54,,
258,2026-04-13 18:16:28.163,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup4,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11443.16,0.00,13504.99,,
259,2026-04-13 18:16:55.508,MoveToLL,MoveToLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,movel,initlocstick24,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6366.32,0.00,8399.58,,
260,2026-04-13 18:17:04.105,CloseGripperLL,CloseGripperLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.95,0.00,2061.77,,
261,2026-04-13 18:17:06.365,MoveToLL,MoveToLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6423.05,0.00,8471.85,,
262,2026-04-13 18:17:18.378,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup28,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11153.88,0.00,13197.19,,
263,2026-04-13 18:17:31.897,MoveToLL,MoveToLL_StackOnTwoML_stick24_robot1_finallocstick24_rpmanipulate_stick20_stick19_gripper1_layer5_layer6,planned,finallocstick24,gripper,0.30,0.30,"0.341005;0.861199;0.077500;0.301108;-3.127129;0.000000","",True,20648.27,0.00,22708.45,,
264,2026-04-13 18:17:54.797,MoveToLL,MoveToLL_StackOnTwoML_stick24_robot1_finallocstick24_rpmanipulate_stick20_stick19_gripper1_layer5_layer6,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12101.43,0.00,14145.00,,
265,2026-04-13 18:18:12.537,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup25,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11102.48,0.00,13145.15,,
266,2026-04-13 18:18:30.387,MoveToLL,MoveToLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,initloccube6,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5274.36,0.00,7322.17,,
267,2026-04-13 18:18:37.989,CloseGripperLL,CloseGripperLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.29,0.00,2055.31,,
268,2026-04-13 18:18:40.260,MoveToLL,MoveToLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,6331.33,0.00,8374.55,,
269,2026-04-13 18:18:52.319,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup29,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11043.36,0.00,13104.23,,
270,2026-04-13 18:19:05.880,MoveToLL,MoveToLL_StackML_cube6_stick23_robot1_gripper1_finloccube6_rpmanipulate,planned,finloccube6,gripper,0.30,0.30,"-0.245858;0.927693;0.077500;-1.523074;-2.747699;0.000000","",True,16520.66,0.00,18570.15,,
271,2026-04-13 18:19:24.652,MoveToLL,MoveToLL_StackML_cube6_stick23_robot1_gripper1_finloccube6_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9998.51,0.00,12028.50,,
272,2026-04-13 18:19:40.379,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup26,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11049.58,0.00,13104.70,,
273,2026-04-13 18:20:01.958,MoveToLL,MoveToLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,initlocstick26,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6146.82,0.00,8200.90,,
274,2026-04-13 18:20:10.339,CloseGripperLL,CloseGripperLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.90,0.00,2057.61,,
275,2026-04-13 18:20:12.580,MoveToLL,MoveToLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5821.84,0.00,7862.57,,
276,2026-04-13 18:20:24.171,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup30,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11065.05,0.00,13113.21,,
277,2026-04-13 18:20:37.692,MoveToLL,MoveToLL_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick21_stick22_gripper1_layer5_layer6,planned,finallocstick26,gripper,0.30,0.30,"0.013005;0.768142;0.077500;3.127129;-0.301108;0.000000","",True,17352.82,0.00,19420.47,,
278,2026-04-13 18:20:57.288,MoveToLL,MoveToLL_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick21_stick22_gripper1_layer5_layer6,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11391.60,0.00,13475.69,,
279,2026-04-13 18:21:14.726,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup27,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10808.95,0.00,12862.68,,
280,2026-04-13 18:21:38.399,MoveToLL,MoveToLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,movel,initlocstick25,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6184.55,0.00,8227.42,,
281,2026-04-13 18:21:46.800,CloseGripperLL,CloseGripperLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.07,0.00,2050.47,,
282,2026-04-13 18:21:49.007,MoveToLL,MoveToLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5121.09,0.00,7180.48,,
283,2026-04-13 18:21:59.858,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup31,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11052.97,0.00,13130.31,,
284,2026-04-13 18:22:13.443,MoveToLL,MoveToLL_StackOnTwoML_stick25_robot1_finallocstick25_rpmanipulate_stick21_stick20_gripper1_layer5_layer6,planned,finallocstick25,gripper,0.30,0.30,"0.212892;0.671265;0.077500;-1.998299;-2.424130;0.000000","",True,14907.20,0.00,16950.88,,
285,2026-04-13 18:22:30.591,MoveToLL,MoveToLL_StackOnTwoML_stick25_robot1_finallocstick25_rpmanipulate_stick21_stick20_gripper1_layer5_layer6,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8579.40,0.00,10645.51,,
