CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
446,2026-05-04 15:19:49.874,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick41_robot1_finallocstick41_rpmanipulate_cube8_stick36_gripper1_layer8_layer9,planned,finallocstick41,,0.30,0.30,"-0.221424;0.947256;0.130000;-1.327694;-2.847250;0.000000","",True,16712.75,0.00,18761.31,263.49,0.00,263.49,,
447,2026-05-04 15:20:08.766,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick41_robot1_finallocstick41_rpmanipulate_cube8_stick36_gripper1_layer8_layer9,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11476.72,0.00,13505.32,130.07,0.00,130.07,,
448,2026-05-04 15:20:26.158,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup49,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15133.95,0.00,17164.22,3887.18,0.00,3887.18,,
449,2026-05-04 15:20:43.610,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,movel,initlocstick40,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6293.41,0.00,8333.13,287.91,0.00,287.91,,
450,2026-05-04 15:20:52.088,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.78,0.00,2040.90,144.28,0.00,144.28,,
451,2026-05-04 15:20:54.258,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5957.88,0.00,7979.71,129.04,0.00,129.04,,
452,2026-05-04 15:21:06.387,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup53,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14960.49,0.00,16985.11,4150.02,0.00,4150.02,,
453,2026-05-04 15:21:23.654,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick40_robot1_finallocstick40_rpmanipulate_stick35_stick36_gripper1_layer8_layer9,planned,finallocstick40,,0.30,0.30,"-0.021920;0.903184;0.130000;2.952131;1.074488;0.000000","",True,18298.16,0.00,20345.99,282.12,0.00,282.12,,
454,2026-05-04 15:21:44.127,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick40_robot1_finallocstick40_rpmanipulate_stick35_stick36_gripper1_layer8_layer9,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10781.66,0.00,12809.69,126.10,0.00,126.10,,
455,2026-05-04 15:22:00.923,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup50,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15013.75,0.00,17063.17,3986.85,0.00,3986.85,,
456,2026-05-04 15:22:18.250,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,movel,initloccube10,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6300.72,0.00,8358.48,263.66,0.00,263.66,,
457,2026-05-04 15:22:26.742,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.92,0.00,2032.57,134.01,0.00,134.01,,
458,2026-05-04 15:22:28.909,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube10_initloccube10_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5964.57,0.00,7989.50,134.36,0.00,134.36,,
459,2026-05-04 15:22:41.067,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup54,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15537.04,0.00,17582.90,4168.58,0.00,4168.58,,
460,2026-05-04 15:22:58.910,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube10_stick41_robot1_gripper1_finalloccube10_rpmanipulate,planned,finalloccube10,,0.30,0.30,"-0.262790;0.912546;0.147500;-1.327694;-2.847250;0.000000","",True,16725.37,0.00,18765.05,259.79,0.00,259.79,,
461,2026-05-04 15:23:17.809,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube10_stick41_robot1_gripper1_finalloccube10_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11475.98,0.00,13501.88,133.93,0.00,133.93,,
462,2026-05-04 15:23:35.244,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup51,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15083.26,0.00,17120.23,3932.81,0.00,3932.81,,
463,2026-05-04 15:23:52.625,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,movel,initlocstick44,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6299.86,0.00,8358.21,261.06,0.00,261.06,,
464,2026-05-04 15:24:01.125,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.64,0.00,2058.33,142.04,0.00,142.04,,
465,2026-05-04 15:24:03.310,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5256.97,0.00,7281.36,126.42,0.00,126.42,,
466,2026-05-04 15:24:15.022,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup55,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15284.59,0.00,17324.90,4431.02,0.00,4431.02,,
467,2026-05-04 15:24:32.615,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick44_robot1_finallocstick44_rpmanipulate_stick40_stick39_gripper1_layer9_layer10,planned,finallocstick44,,0.30,0.30,"0.015759;0.790574;0.147500;3.140516;-0.082237;0.000000","",True,19105.85,0.00,21163.17,267.51,0.00,267.51,,
468,2026-05-04 15:24:53.917,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick44_robot1_finallocstick44_rpmanipulate_stick40_stick39_gripper1_layer9_layer10,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14983.58,0.00,17005.67,138.58,0.00,138.58,,
469,2026-05-04 15:25:15.161,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup11,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,11260.01,0.00,13302.14,4238.26,0.00,4238.26,,
470,2026-05-04 15:25:28.731,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup6,play_program,,,0.50,1.00,"","",True,21086.72,0.00,23131.52,268.36,0.00,268.36,,
471,2026-05-04 15:25:52.126,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup6,play_program,,,0.50,1.00,"","",True,10295.96,0.00,12328.94,263.19,0.00,263.19,,
472,2026-05-04 15:26:08.895,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup6,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10747.76,0.00,12800.62,4439.91,0.00,4439.91,,
473,2026-05-04 15:26:21.956,NailingLL,NailingLL_nailStep_NailingML_stick43_stick38_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.260803;0.672197;0.167575;0.000000;0.000000;0.000000","",True,22334.77,0.00,24371.65,260.61,0.00,260.61,,
474,2026-05-04 15:26:50.741,NailingLL,NailingLL_nailStep_NailingML_stick43_stick39_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.126734;0.665171;0.167550;0.000000;0.000000;0.000000","",True,9470.46,0.00,11506.58,4413.14,0.00,4413.14,,
475,2026-05-04 15:27:06.767,NailingLL,NailingLL_nailStep_NailingML_stick44_stick39_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.014138;0.759649;0.167575;0.000000;0.000000;0.000000","",True,10961.69,0.00,13018.22,4519.93,0.00,4519.93,,
476,2026-05-04 15:27:23.916,NailingLL,NailingLL_nailStep_NailingML_stick44_stick40_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.019099;0.854300;0.167550;0.000000;0.000000;0.000000","",True,6516.93,0.00,8566.44,4131.04,0.00,4131.04,,
477,2026-05-04 15:27:36.818,NailingLL,NailingLL_nailStep_NailingML_cube9_stick37_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.266655;0.970714;0.168550;0.000000;0.000000;0.000000","",True,10325.22,0.00,12385.37,4335.27,0.00,4335.27,,
478,2026-05-04 15:27:53.444,NailingLL,NailingLL_nailStep_NailingML_cube10_stick41_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.260300;0.914635;0.167575;0.000000;0.000000;0.000000","",True,12845.44,0.00,14881.63,4240.58,0.00,4240.58,,
479,2026-05-04 15:28:12.424,NailingLL,NailingLL_nailStep_NailingML_stick42_stick37_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.340073;0.909110;0.168575;0.000000;0.000000;0.000000","",True,12195.38,0.00,14225.49,4098.27,0.00,4098.27,,
480,2026-05-04 15:28:30.781,NailingLL,NailingLL_nailStep_NailingML_stick42_stick38_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.354496;0.772566;0.168050;0.000000;0.000000;0.000000","",True,7348.92,0.00,9383.16,4131.32,0.00,4131.32,,
481,2026-05-04 15:28:48.350,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup12,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,9331.39,0.00,11354.19,8186.20,0.00,8186.20,,
482,2026-05-04 15:29:00.244,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup6,play_program,,,0.50,1.00,"","",True,7283.12,0.00,9339.25,539.92,0.00,539.92,,
483,2026-05-04 15:29:09.839,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup6,play_program,,,0.50,1.00,"","",True,21113.88,0.00,23164.59,255.82,0.00,255.82,,
484,2026-05-04 15:29:36.959,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup6,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,17770.65,0.00,19813.06,3954.63,0.00,3954.63,,
485,2026-05-04 15:29:57.036,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,movel,initlocstick45,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6328.80,0.00,8356.60,264.90,0.00,264.90,,
486,2026-05-04 15:30:05.531,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,18.97,0.00,2044.40,138.36,0.00,138.36,,
487,2026-05-04 15:30:07.703,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick45_initlocstick45_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5946.62,0.00,7977.53,127.24,0.00,127.24,,
488,2026-05-04 15:30:20.015,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup56,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15403.63,0.00,17419.05,4334.64,0.00,4334.64,,
489,2026-05-04 15:30:37.709,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick45_robot1_finallocstick45_rpmanipulate_stick41_stick40_gripper1_layer9_layer10,planned,finallocstick45,,0.30,0.30,"-0.137540;0.960831;0.147500;2.278831;2.162530;0.000000","",True,19132.97,0.00,21154.72,274.33,0.00,274.33,,
490,2026-05-04 15:30:58.999,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick45_robot1_finallocstick45_rpmanipulate_stick41_stick40_gripper1_layer9_layer10,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11467.37,0.00,13499.63,135.92,0.00,135.92,,
491,2026-05-04 15:31:16.583,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup13,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,10748.20,0.00,12804.62,4083.84,0.00,4083.84,,
492,2026-05-04 15:31:29.680,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup7,play_program,,,0.50,1.00,"","",True,21189.73,0.00,23244.04,292.80,0.00,292.80,,
493,2026-05-04 15:31:53.191,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup7,play_program,,,0.50,1.00,"","",True,10420.06,0.00,12462.15,267.11,0.00,267.11,,
494,2026-05-04 15:32:09.928,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate_dup7,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11348.85,0.00,13369.27,4274.13,0.00,4274.13,,
495,2026-05-04 15:32:23.567,NailingLL,NailingLL_nailStep_NailingML_stick45_stick40_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.067197;0.957144;0.167550;0.000000;0.000000;0.000000","",True,26339.00,0.00,28384.78,270.00,0.00,270.00,,
496,2026-05-04 15:32:56.029,NailingLL,NailingLL_nailStep_NailingML_stick45_stick41_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.201266;0.964170;0.167550;0.000000;0.000000;0.000000","",True,9790.69,0.00,11823.51,4076.92,0.00,4076.92,,
497,2026-05-04 15:33:15.795,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup14,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,14386.81,0.00,16408.34,7942.48,0.00,7942.48,,
498,2026-05-04 15:33:32.775,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup7,play_program,,,0.50,1.00,"","",True,7211.82,0.00,9266.28,571.81,0.00,571.81,,
499,2026-05-04 15:33:42.319,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup7,play_program,,,0.50,1.00,"","",True,20752.28,0.00,22806.08,277.69,0.00,277.69,,
500,2026-05-04 15:34:09.261,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup_dup7,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,17889.44,0.00,19944.77,4136.47,0.00,4136.47,,
501,2026-05-04 15:34:29.493,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,movel,initlocstick47,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6293.36,0.00,8334.97,287.28,0.00,287.28,,
502,2026-05-04 15:34:37.976,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,10.66,0.00,2041.25,147.36,0.00,147.36,,
503,2026-05-04 15:34:40.151,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick47_initlocstick47_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5239.41,0.00,7275.81,133.84,0.00,133.84,,
504,2026-05-04 15:34:51.756,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup57,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15389.12,0.00,17421.67,4329.82,0.00,4329.82,,
505,2026-05-04 15:35:09.458,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick47_robot1_finallocstick47_rpmanipulate_stick42_stick43_gripper1_layer10_layer11,planned,finallocstick47,,0.30,0.30,"0.298514;0.717754;0.165000;-1.176861;-2.912834;0.000000","",True,17507.02,0.00,19544.00,280.41,0.00,280.41,,
506,2026-05-04 15:35:29.134,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick47_robot1_finallocstick47_rpmanipulate_stick42_stick43_gripper1_layer10_layer11,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10778.72,0.00,12801.55,131.71,0.00,131.71,,
507,2026-05-04 15:35:45.919,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup52,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15022.21,0.00,17066.37,3982.98,0.00,3982.98,,
508,2026-05-04 15:36:03.273,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,movel,initlocstick46,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6275.77,0.00,8336.50,288.06,0.00,288.06,,
509,2026-05-04 15:36:11.743,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,25.76,0.00,2104.43,133.22,0.00,133.22,,
510,2026-05-04 15:36:13.979,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick46_initlocstick46_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5828.49,0.00,7855.05,131.85,0.00,131.85,,
511,2026-05-04 15:36:26.131,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup58,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15390.64,0.00,17455.97,4297.27,0.00,4297.27,,
512,2026-05-04 15:36:43.855,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick46_robot1_finallocstick46_rpmanipulate_cube9_stick42_gripper1_layer10_layer11,planned,finallocstick46,,0.30,0.30,"0.315197;0.926850;0.166000;1.227518;-2.891851;0.000000","",True,20702.84,0.00,22762.35,267.30,0.00,267.30,,
513,2026-05-04 15:37:06.748,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick46_robot1_finallocstick46_rpmanipulate_cube9_stick42_gripper1_layer10_layer11,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,21303.47,0.00,23332.82,131.03,0.00,131.03,,
514,2026-05-04 15:37:34.178,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup53,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14961.47,0.00,16986.49,4097.39,0.00,4097.39,,
515,2026-05-04 15:37:51.443,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,movel,initlocstick48,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6329.28,0.00,8341.51,278.01,0.00,278.01,,
516,2026-05-04 15:37:59.926,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.35,0.00,2067.15,142.06,0.00,142.06,,
517,2026-05-04 15:38:02.126,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5960.10,0.00,7973.38,132.98,0.00,132.98,,
518,2026-05-04 15:38:14.397,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup59,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15398.48,0.00,17454.77,4297.35,0.00,4297.35,,
519,2026-05-04 15:38:32.126,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,planned,finallocstick48,,0.30,0.30,"0.069447;0.713755;0.165000;2.891851;1.227518;0.000000","",True,14307.25,0.00,16352.28,273.78,0.00,273.78,,
520,2026-05-04 15:38:48.612,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9361.14,0.00,11391.16,134.48,0.00,134.48,,
521,2026-05-04 15:39:04.115,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup54,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14958.69,0.00,17006.05,4111.15,0.00,4111.15,,
522,2026-05-04 15:39:21.396,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,movel,initlocstick51,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6304.57,0.00,8345.14,275.27,0.00,275.27,,
523,2026-05-04 15:39:29.875,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.38,0.00,2063.91,133.28,0.00,133.28,,
524,2026-05-04 15:39:32.078,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5943.53,0.00,7970.21,139.95,0.00,139.95,,
525,2026-05-04 15:39:44.343,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup60,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15421.36,0.00,17456.79,4294.91,0.00,4294.91,,
526,2026-05-04 15:40:02.063,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,planned,finallocstick51,,0.30,0.30,"0.343957;0.827461;0.183500;-0.027415;-3.141473;0.000000","",True,17525.65,0.00,19565.27,263.05,0.00,263.05,,
527,2026-05-04 15:40:21.768,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15670.54,0.00,17707.01,139.18,0.00,139.18,,
528,2026-05-04 15:40:43.488,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup55,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15004.66,0.00,17036.46,4013.00,0.00,4013.00,,
529,2026-05-04 15:41:00.822,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,movel,initloccube11,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6262.26,0.00,8323.67,297.90,0.00,297.90,,
